feature2,feature5,feature6,feature9,feature10,feature13,feature14,feature15,feature19,feature22,feature27,feature30,feature31,feature33,feature35,feature37,feature43,feature44,feature45,feature46,feature49,feature56,feature59,feature66,feature67,feature71,feature72,feature76,feature85,feature91,feature97,feature105,label
-0.32337969539894446,-0.5608489766039602,-0.3230151707860901,1.4002665993170207,-0.639467492581392,-0.36556260550461805,-0.37524002590413846,0.36372987745848295,-1.1632607180969121,-0.3183442491648983,-0.26200496342460067,-0.4364724845026933,0.4312309341503205,0.03196434733219391,-0.23991264520624503,-0.1997864235465586,-0.5918883493389818,-0.346962265224448,-0.22947278248552205,-0.1964789530948534,-0.0971500929797781,-0.24008902642357574,-0.02377400296296225,0.06759318934560764,0.5432769304284444,0.4001508967390337,-0.7671753996932277,-0.6267045604908442,-0.22187480173299554,1.0436766578060657,-0.16524933881189005,0.0629669332891995,4
-6.926930139649219,-0.8495132412274814,-0.6373668400880371,9.307268957348992,-0.6855008473450794,1.919618456153279,3.1163318769224673,5.484809238457356,4.319545650899579,0.2541101665459039,2.6921977403894672,2.321558375458988,9.876360929566333,2.2966754308501165,0.5881362613239457,3.682756227278706,0.5648600134852535,7.662529508585637,-0.16359251577998019,-0.1729501555368558,0.921309790534095,-0.053295746522606456,4.540867693575623,0.1927910200956322,-0.8909056881450564,-0.7276978649420328,-0.35335246236916457,3.954865895168349,-0.06370134061547421,0.9782532183867733,0.46592104995894146,0.11716435513525525,2
-0.3206425850118318,0.7608091845873924,-0.22755307054201251,-0.18016249607831292,0.22083052579200885,-0.4646415363090225,-0.6747574921336921,0.40516247967629,-1.1653287383906026,-0.2318804093848631,-0.2031006258641359,-0.6164582086785438,0.5160175799299447,-0.2855650488838681,-0.7320210004019676,0.3950431114826031,-0.6762509042440868,-0.5859040230900711,-0.15056635182028547,-1.2393560795978342,-0.363490357004526,-0.050134579874286114,-0.3385113100115178,0.5051931782132013,-1.031990553404307,-0.7524460863365457,-1.2214318893758647,0.15295401779614345,-0.2093570629801646,1.6897331220715774,-0.6070641731830387,-0.4763466701564,0
-0.3401543381935965,-0.48208142641085616,0.019649178612667094,-0.2248458017870931,0.2366644318908127,-0.549851212445633,-0.34116930128761364,-1.3183743005470014,-0.9577931424665679,-0.28173928597059644,-0.34786919756949386,-0.30994794153020455,0.6705500660827125,0.16559615683704884,-0.6483475171691511,-0.6380405448176184,1.1187080836949617,-0.8114208797893041,-0.34378205192864203,-0.07785385139872164,-0.35174126469401723,0.8297534209414495,0.2910659955841803,-0.8692183391687717,-0.7165537004988448,0.3683119688500343,0.4236385975056337,-0.2214786737868764,-0.24793731766540827,-0.7865440599486373,-0.45931279701886485,-0.18116428956423525,3
-0.3155299636742663,-0.1184424060144,-0.0752587440689637,-0.6405948201209608,0.2602263940234659,0.06649418981776066,-0.02504966379557723,0.39635924240683557,-0.26880898833961925,-0.29521032658350044,-0.6632105064102606,-0.19993125437976286,-0.5468113341592132,-0.24635932662485804,-0.18611736628216433,0.4079132748833337,-0.1854655335351818,2.3475059534249763,0.08528246335022291,2.935909082602237,-0.7432971082607962,0.02032116247035015,-0.2966955526789583,1.4254169815177982,0.4919127749460645,-0.6910505510744644,0.6309080344478936,-0.7536766013169267,-0.24376096814399353,0.08358768432795066,0.15225325146162777,-0.26245996412721245,2
-0.3266067293177203,0.07099808269687923,-0.0892291064995374,-1.8052748971824268,0.28918312405474955,-0.047494439229765,-0.28010213962638514,-2.09690868774736,-1.2983281543817664,-0.30737749552571547,-0.40150808774417396,-0.36267038217351527,0.5783818253397137,-0.3930062005933793,-0.21419868538794626,-0.07560656354983811,0.7132546746308204,0.4878971985206685,-0.36808786058324444,0.41372556001608335,0.5054811729797655,0.3424185839601531,-0.5389784583567108,-1.1219836756987895,0.13641431729746803,0.38649434889162043,0.8377220759981865,-0.20360504358482087,-0.23681573650189577,0.2684089006874515,-0.17846691570602272,-0.556007800438426,3
-0.3397097906345332,-0.8516390624592913,-0.31791576701095525,0.8698951880780212,0.2786453722846057,-0.28961753254349437,0.054773228577236835,0.37293115498077345,-0.1812010230482541,-0.33884187095645435,-0.03980636745841668,-0.44478376828308325,0.4909316911025258,-0.8803212213991954,-0.7035543751221076,0.8079401652600434,1.027127064406369,-0.4835009131015478,-0.18088741810889472,-0.8093445226156484,-0.08353927836728879,-0.96416859336335,-0.2059917606040108,-0.5690595020393752,-0.017752903538414678,0.3910148824043415,0.166028542700586,-0.036522813678297156,-0.23270004065162075,0.8801180592578348,-0.5181017574064557,-0.44210180324693255,3
-0.31660813092334,-0.8300360592901044,-0.09826648829338729,0.5512837908501974,-0.6787262691476361,0.14442384005561157,0.9735115792781178,0.38284051762772936,-0.44858645221162047,-0.3642659826306594,0.7000753085987015,0.9679682516141588,-0.4797982738173363,0.5284834870119446,0.23938111553453859,-0.3844249976804904,0.2594350505933019,-0.49710809896906394,-0.24200113193827683,-0.3192768054725318,-0.40480750963279555,-0.10183883876542757,0.11370197285964363,1.089713018938868,-0.045240558939236446,-0.7357559789585447,0.4874303514219024,-0.26159559947071975,-0.24792098429647277,-0.8143490217018365,0.5666350531707256,0.833328668954318,2
-0.3494126972655725,-0.7921897535194409,-0.41598283103870926,0.19090321654677464,0.23734808732310123,-0.3319747268670113,-0.23220429913820237,0.36489488127404,-0.27960670628509504,-0.3025253398992836,-0.22086892904400474,-0.12937195544365032,-0.6245531070514054,-0.007512963263504773,-0.7457177586771353,-0.04947123007229674,-0.7841138789030582,-0.8079221030565008,-0.09625758638122901,-0.6485898616058327,-0.0971500929797781,-0.41222263898581074,0.030681731801927944,0.4420018440806968,-0.7450841018145049,0.3552784467100543,0.3178999858755503,-0.3573015012000105,-0.24626959867288195,-0.6687818689939111,-0.19954961438345722,-0.3039916143068113,0
-0.35203852271943226,2.2666893244821047,1.0281279094564622,1.759675797409383,0.379392369703291,-0.10612872232619626,-0.21489944049367596,0.3779318912116088,2.0237241707410583,-0.5012057745236074,-0.21025550189242015,2.852143836661724,1.0796196435081529,-0.6935014924551444,-2.0133937909131956,0.14353669920113124,-0.23873429579268313,8.967379009895938,-0.16088675633201638,4.343540921022516,-0.39370674357818464,0.6686909052582944,-0.19567539129993633,-0.7349367541371996,-0.01569229046970273,-1.588887254753482,4.442474297052759,0.5830814975000067,-0.11322481294424001,5.410691239043828,3.114534593187902,3.3629606423550813,2
2.2248519776523614,-0.4936094202044684,-0.17053690637591776,0.7028184797756257,-0.7434806727770985,-0.45662251992179503,-0.16992690132054528,0.39339721699575925,-0.30082000471279297,-0.3398947680571006,-0.26463117640294825,-0.28726734510958624,0.9889691071500576,-0.19567675773946877,-0.6803483797939134,-0.49076425045558286,-0.5950181348909306,0.2730931115589863,-0.23014512810639356,1.2485106056866706,-0.17954076499915653,-0.37832990434428004,-0.2923777498185165,0.02809860551279233,-0.47582868516147286,-0.748080884493773,-0.8897652027979113,-0.6026530961957726,-0.22600556825583704,-1.0008058240468196,-0.3167004644643627,-0.3417607419614144,1
2.28064511650399,-0.3681610542677253,-0.11362405635382805,-0.8455552006547133,-0.7286768420142791,-0.32062820358152183,-0.42542640137672144,0.38998618330658935,0.09225693188996689,-0.3273723984423529,-0.15055157175712833,-0.2232307297131468,-0.8849619572176666,-0.5105075418715328,-0.6853784889528601,0.3724081167393233,-0.4023290105413663,0.23118243895570423,-0.3166306872346742,0.8943052510375878,0.36861162687283966,0.834889274312976,-0.2563910505404214,-0.8178753801861117,-0.013108311643574495,0.3552784467100543,-1.5062573767188365,-0.33391890961769094,-0.25890578583281715,0.9537194286045386,-0.35983341506006017,-0.23549784196376253,1
-0.33841107334705667,-1.1742024373165942,0.05422615105498204,-0.44534820169781264,-0.6889335250025727,0.44149718502504015,0.97208283740354,0.3940909742100961,-0.6697719484118883,-0.36293240510910335,0.585462015347565,0.31391186677419336,-1.2200245986811629,0.46161961726108297,0.7819311704086287,-0.8755955712492175,1.055963356106707,0.06298312992385151,-0.17275766037803864,0.21320995378601063,0.6525116239089326,-1.0197303546716225,0.1281981565267813,0.9356841419908881,-0.35067578498981294,-0.7270349563247515,-0.7502923570893234,0.20728852691804825,-0.24254092776845637,-0.10835465287172501,0.5956855474462978,0.34593395946265265,2
-0.3247657017013458,-0.5786795321090896,-0.06374322632611244,0.45317479353309303,0.2788319368653295,-0.5750769393654289,-0.5311692133211914,0.37293115498077345,-0.8746786542607943,-0.3831969841953837,-0.17640900734660345,-0.2232307297131468,0.6261442198094679,-0.3436722126597964,-0.47602293663575007,-0.7703530385893825,-0.3057775321219299,0.018195401474663638,-0.19999671530338017,0.41340650777743454,0.4515281112900294,0.4688878030363767,-0.003092709376848191,0.7145144725271224,0.11636733749528455,0.3644087748461139,-0.6790212859376736,-0.46528557420626443,-0.22310770050983264,-0.4798716876707045,-0.23173249401315998,-0.12397654757579649,3
-0.3442764790834272,-0.08391915669460742,-0.011182503807561852,-0.20638965377694476,-0.584616458093526,-0.34013781343396293,-0.8694962031337593,0.37293115498077345,-0.508420550435999,-0.3262987413929485,-0.21025550189242015,0.22432980004802305,0.6260284511126954,-0.5687447164958911,-0.4644610840473737,-0.3493868198823264,-0.5349697986764678,-0.5835097467421958,-0.15056635182028547,-0.13819339284323096,0.9258804002203741,-0.31313149531629414,-0.16653431324676032,-0.41779524595969253,-0.21262896358106542,0.37304729328013264,0.4024012803681593,-0.35927211310476387,-0.21470011331513333,-0.07817176963624962,-0.28312987084541064,-0.7771902426147188,4
-0.2958497962210725,-0.2124876182380972,0.03323279122139051,0.09182284301860989,0.25735618335522104,-0.42737644747289477,-0.2428055616637281,-1.2559540840733432,-0.4192092790127802,-0.3372064152606598,-0.196346533506571,0.25572473667017553,0.3305236767429069,-0.20423592622145678,-0.15424201273168042,0.6844121248476014,0.020323146763624938,-0.7235933385030795,-0.22677553162728445,-0.2269329394592144,0.03238884950331622,-0.653400749781555,-0.4160982034962661,0.9830776425902665,0.6429314773733963,0.3731305601943584,-0.5296985300877898,-0.10998255147717372,-0.2122795005512045,-0.1115744507926437,-0.26626523755946807,-0.9310671222248403,3
-0.3383552699635955,0.4102120778531142,0.1263315077009837,-1.1253115494401198,0.23053229365242922,-0.32499267024111556,-0.08988787269826241,0.38200230684945524,-0.8300231204656354,-0.2939131545627116,-0.4526205624952165,0.025962223131636777,-0.48318133781894357,-0.27928667323740003,-0.34905899113852684,-0.7487271059866525,0.11166288267606704,-0.5404701112543289,-0.003409063328869868,-0.4583944648383955,-0.0971500929797781,0.6647302420232535,-0.17094694726033927,0.6157780129450842,0.036999363185575444,-0.7243468862806974,0.7331679671951546,-0.7501804122681625,-0.24164302131728005,-0.5166723723440564,-0.2514286304277147,-1.1011702324703168,0
