feature22,feature5,feature19,feature46,feature67,feature31,feature105,feature35,feature6,feature10,feature91,feature15,feature14,feature24,feature27,feature44,feature30,feature36,feature33,feature13,feature16,feature97,feature98,feature55,feature59,feature86,feature76,feature84,feature49,feature90,feature23,feature61,feature66,feature82,feature25,feature72,feature58,feature101,feature47,feature40,feature18,feature79,feature12,feature29,feature52,feature48,feature87,feature41,feature73,feature17,feature39,feature3,feature74,feature103,feature95,feature50,feature94,feature104,feature62,feature9,feature68,feature38,feature42,feature43,label
-0.3183442491648983,-0.5608489766039602,-1.1632607180969121,-0.1964789530948534,0.5432769304284444,0.4312309341503205,0.0629669332891995,-0.23991264520624503,-0.3230151707860901,-0.639467492581392,1.0436766578060657,0.36372987745848295,-0.37524002590413846,-0.05794544331295268,-0.26200496342460067,-0.346962265224448,-0.4364724845026933,-0.15585613693850164,0.03196434733219391,-0.36556260550461805,-1.096514766580695,-0.16524933881189005,-0.6920682147305519,-0.4771350986531966,-0.02377400296296225,-0.10828207558229093,-0.6267045604908442,0.01495882996255652,-0.0971500929797781,0.18734705726650117,-0.8339109214424375,-0.38253982788167074,0.06759318934560764,-0.24076945946816786,-0.49633122800106977,-0.7671753996932277,-0.7798754627610871,-0.46648873037231575,0.4765590506500051,0.6203777474581276,0.5799855067780237,-1.1751977884508342,-0.19526375947847943,-0.29005327928170876,-0.42196970154014307,-0.2821032735754397,0.5368876374853417,-0.6719195363312208,-0.5555216529599029,0.8633188973014247,-0.0008159914206697555,-0.5124208641067883,-0.8674859462268741,-0.9507306529211683,0.10380144057895187,0.0901498119107005,0.4061066117616465,-0.039713937781058244,0.44675483399903704,1.4002665993170207,0.42198341544979445,-0.33208868436177197,0.9432914744839415,-0.5918883493389818,4
0.2541101665459039,-0.8495132412274814,4.319545650899579,-0.1729501555368558,-0.8909056881450564,9.876360929566333,0.11716435513525525,0.5881362613239457,-0.6373668400880371,-0.6855008473450794,0.9782532183867733,5.484809238457356,3.1163318769224673,6.648247979204977,2.6921977403894672,7.662529508585637,2.321558375458988,5.894154324635511,2.2966754308501165,1.919618456153279,6.02494165390441,0.46592104995894146,-2.625859072587265,0.8850034029634811,4.540867693575623,0.5070150644399443,3.954865895168349,-0.5600781395011237,0.921309790534095,9.388595712559153,0.7516306421579264,-1.0400819486174688,0.1927910200956322,3.556748553200011,2.2872901429586725,-0.35335246236916457,0.38566973068450466,5.465642808448276,0.6086771475037233,0.18219800206379816,-1.1907712207102075,4.664412340586214,-0.35312160128802933,-0.2564995749604568,10.885793359817283,-0.24274131977157684,0.2198578560347776,-3.2956180525364007,3.9514560326643484,-0.5570956143457207,1.4450525160520777,0.6443171678022174,3.60588919216987,-3.2864157676371697,-0.38189425472892924,-0.03134787990817152,0.26115908266793963,-2.584761824013337,5.051267461641613,9.307268957348992,-1.0235090272009044,-0.2782146464722749,-1.3050923127528644,0.5648600134852535,2
-0.2318804093848631,0.7608091845873924,-1.1653287383906026,-1.2393560795978342,-1.031990553404307,0.5160175799299447,-0.4763466701564,-0.7320210004019676,-0.22755307054201251,0.22083052579200885,1.6897331220715774,0.40516247967629,-0.6747574921336921,1.010874499537025,-0.2031006258641359,-0.5859040230900711,-0.6164582086785438,-0.374422694262031,-0.2855650488838681,-0.4646415363090225,0.044304609795172034,-0.6070641731830387,-0.11992304409802877,0.34678242697981226,-0.3385113100115178,0.9260291515330349,0.15295401779614345,0.7494277428137874,-0.363490357004526,0.248546410989176,0.13399599292830622,-0.604016513353596,0.5051931782132013,1.5061632413206756,-0.8267355392812943,-1.2214318893758647,-0.0627276784144451,-0.13619512452957663,0.8402583900327145,-0.7112122708751387,-0.5779168027095698,-0.07909331967254395,-0.5992093951465632,-0.6080873267228484,-0.8754969853004804,-1.235281661350996,0.8016615409903618,0.14987165234490032,0.2380919758655255,-0.0037039147640015747,0.10565834317072657,-0.28363261897483427,-0.6440174627247498,-0.010312402848124014,-0.613479609565105,-0.4688806136151892,0.49568396709229795,1.4130150651344435,-1.4639819880926723,-0.18016249607831292,0.4300845526167638,-0.6346639463873762,0.20702651057259996,-0.6762509042440868,0
-0.28173928597059644,-0.48208142641085616,-0.9577931424665679,-0.07785385139872164,-0.7165537004988448,0.6705500660827125,-0.18116428956423525,-0.6483475171691511,0.019649178612667094,0.2366644318908127,-0.7865440599486373,-1.3183743005470014,-0.34116930128761364,0.2579639463283375,-0.34786919756949386,-0.8114208797893041,-0.30994794153020455,0.24841054668621143,0.16559615683704884,-0.549851212445633,-0.5164371175760168,-0.45931279701886485,-0.060564253854033495,0.38754757021536057,0.2910659955841803,-0.3453675890756904,-0.2214786737868764,-0.6332704488407178,-0.35174126469401723,0.26289028119279134,-0.36432721249771466,0.040701457508144225,-0.8692183391687717,0.19764580786387714,-0.29307157081418195,0.4236385975056337,-0.4559893853302554,-0.6008652536254834,-0.060425680214602255,-0.28163191032916285,-0.6657565691722712,-1.141147583616799,-0.3847007623852602,-0.395663948695974,0.8563797555641515,-0.48713122240679246,-0.232431216402092,0.3048094335230379,0.4358480329899018,-0.9703381590908126,0.24990104614064237,-0.5084603196795769,0.594783166050874,0.8632333034330111,-0.43023198033421917,0.13319439579194184,0.1264254210567036,1.2320472431272746,-1.4947889485811638,-0.2248458017870931,-0.7702201083372732,0.032790420411107156,0.6467145222184928,1.1187080836949617,3
-0.29521032658350044,-0.1184424060144,-0.26880898833961925,2.935909082602237,0.4919127749460645,-0.5468113341592132,-0.26245996412721245,-0.18611736628216433,-0.0752587440689637,0.2602263940234659,0.08358768432795066,0.39635924240683557,-0.02504966379557723,-0.0658026043786169,-0.6632105064102606,2.3475059534249763,-0.19993125437976286,0.5962389566311529,-0.24635932662485804,0.06649418981776066,0.052330841416620415,0.15225325146162777,0.3723992352853603,-0.7295949818967682,-0.2966955526789583,0.686787829375479,-0.7536766013169267,0.7398809198564491,-0.7432971082607962,-0.4263278640090106,-0.2894214233530036,0.28565023070535905,1.4254169815177982,0.3774390649883377,-0.6272181363267886,0.6309080344478936,-1.1660466342404103,1.2857739891395996,-0.7404264907558462,1.3642211755245477,-0.6591717280230017,-0.9708965594466226,0.08676862929005723,-0.7911415147745442,0.2043412960927831,0.15813581826663142,0.034317167257399965,1.3870647250856867,0.7364140226201787,-0.2874388422353942,0.6983431906177716,1.188092489755689,-0.36627372691859156,-1.468092523560038,-1.2205428151501725,0.08194656816395886,-0.4052253888438394,0.4936150342039433,-0.7766288124090228,-0.6405948201209608,-1.049374320396768,-0.2782146464722749,-0.9691225436945622,-0.1854655335351818,2
-0.30737749552571547,0.07099808269687923,-1.2983281543817664,0.41372556001608335,0.13641431729746803,0.5783818253397137,-0.556007800438426,-0.21419868538794626,-0.0892291064995374,0.28918312405474955,0.2684089006874515,-2.09690868774736,-0.28010213962638514,-0.03379227562820158,-0.40150808774417396,0.4878971985206685,-0.36267038217351527,0.047187499610625405,-0.3930062005933793,-0.047494439229765,-0.04956581730476738,-0.17846691570602272,-0.016412300279621393,0.6036951795840952,-0.5389784583567108,0.2732421153602754,-0.20360504358482087,-1.3476910334815382,0.5054811729797655,0.03728891870507183,-0.8955115073106883,-0.24860642949196085,-1.1219836756987895,-0.37604235277854847,-0.9796364998976969,0.8377220759981865,0.26973736033343604,-1.370200974954627,-0.07637853629270268,-0.7283053023929428,-0.5636403113478479,-0.07909331967254395,-0.8109144504829771,0.23185559772210326,-0.6371881662896113,0.48614359805040785,-0.08485341346672405,-0.5030714549242608,0.480831961436042,-0.0818420605231072,-0.19524187400444087,-0.5553434415409118,0.7339312610922291,-1.051563682431815,-0.40615682799644587,-0.1503532471547088,0.4540364857827573,0.8377656248751743,-0.23274901175493673,-1.8052748971824268,0.545645814583468,1.3943535873387798,-0.22154055425844918,0.7132546746308204,3
-0.33884187095645435,-0.8516390624592913,-0.1812010230482541,-0.8093445226156484,-0.017752903538414678,0.4909316911025258,-0.44210180324693255,-0.7035543751221076,-0.31791576701095525,0.2786453722846057,0.8801180592578348,0.37293115498077345,0.054773228577236835,0.47737145731454905,-0.03980636745841668,-0.4835009131015478,-0.44478376828308325,-1.3019651207818752,-0.8803212213991954,-0.28961753254349437,-0.24500455728703538,-0.5181017574064557,-1.6814919861681352,-0.20062198235368806,-0.2059917606040108,1.472866459321734,-0.036522813678297156,-0.3691416803543567,-0.08353927836728879,-0.6725204807867214,0.4254856995787786,-1.0262674629959374,-0.5690595020393752,1.1026609702734516,0.1846571334317199,0.166028542700586,-0.2864303549010846,-0.4601321770297061,-0.07660159572552225,-0.28163191032916285,0.02059794007041719,0.1380051113151259,-0.15737728180617305,0.5584777468368927,0.5531847805147402,1.7594199547717146,-0.09786397707305722,0.5451663684534052,-0.03214963790255453,0.5093434762644533,-0.6044776754356205,0.5174792596723473,0.43349708811685894,0.42135390308648735,0.0790495186456045,-0.2261250630522766,-0.4408585938355263,-1.6324383895670678,0.18397675655888734,0.8698951880780212,-0.07366846121378741,-0.5882149438100457,-0.5334924595994072,1.027127064406369,3
-0.3642659826306594,-0.8300360592901044,-0.44858645221162047,-0.3192768054725318,-0.045240558939236446,-0.4797982738173363,0.833328668954318,0.23938111553453859,-0.09826648829338729,-0.6787262691476361,-0.8143490217018365,0.38284051762772936,0.9735115792781178,-0.2885782415579822,0.7000753085987015,-0.49710809896906394,0.9679682516141588,0.237870291839395,0.5284834870119446,0.14442384005561157,-0.4168388797280438,0.5666350531707256,-0.899551014409243,-0.6224166416930645,0.11370197285964363,0.49607831828417026,-0.26159559947071975,0.1416133478632454,-0.40480750963279555,0.6086227628638199,-0.9321924050709681,-0.38812154638858354,1.089713018938868,-0.7027013101498321,-0.06224031549339878,0.4874303514219024,-0.06176168893742533,0.43125388948326643,-0.344369449578574,-0.7186166555391158,-0.017833213219541268,0.42402683192102214,-0.4835366786885225,-0.4368848074596662,-0.16785682034570837,-1.1766514735254074,-0.38984627898739765,0.7349597579700116,-0.88859898949692,-0.7981116026288693,0.9456435994058011,1.1215893957271057,0.1988601063916038,0.599388008914478,0.8605857383750057,0.17650897719682246,-1.2430999926700006,-0.525759205530914,-0.837333116843886,0.5512837908501974,0.10192595273134059,-0.4459551950168091,-0.9408092857839824,0.2594350505933019,2
-0.3025253398992836,-0.7921897535194409,-0.27960670628509504,-0.6485898616058327,-0.7450841018145049,-0.6245531070514054,-0.3039916143068113,-0.7457177586771353,-0.41598283103870926,0.23734808732310123,-0.6687818689939111,0.36489488127404,-0.23220429913820237,-0.04842133621726485,-0.22086892904400474,-0.8079221030565008,-0.12937195544365032,-1.3211292205033596,-0.007512963263504773,-0.3319747268670113,0.3336137768773794,-0.19954961438345722,0.3158470269324622,-0.300978644615926,0.030681731801927944,0.9328646178803937,-0.3573015012000105,0.08783291187023931,-0.0971500929797781,-0.06220031368813567,-0.48076232399858365,-0.2608744411814493,0.4420018440806968,-0.40027997392931386,0.9060262912596265,0.3178999858755503,1.3519153357071283,-0.8125825438361721,-0.7633904130743906,-0.6065623082347245,-0.44997666018302784,-1.0219718666976756,-0.083928901286149,-0.4405155409713117,0.5215063740714053,-1.1708376972392525,-1.3208271491962735,-0.03604186540446525,0.37886468384517963,-0.09928793897828159,-0.5252258987097926,-0.6977987361448799,0.45517629460069947,-0.59835842128407,0.8613061137808149,0.2908760258900681,0.022969860739195675,-0.30496954735611526,-0.5160401921722109,0.19090321654677464,-0.6128299955871624,-0.04892530007741144,-0.4905670816590877,-0.7841138789030582,0
-0.5012057745236074,2.2666893244821047,2.0237241707410583,4.343540921022516,-0.01569229046970273,1.0796196435081529,3.3629606423550813,-2.0133937909131956,1.0281279094564622,0.379392369703291,5.410691239043828,0.3779318912116088,-0.21489944049367596,4.792390217829945,-0.21025550189242015,8.967379009895938,2.852143836661724,0.3633951450151177,-0.6935014924551444,-0.10612872232619626,-1.0381421729701612,3.114534593187902,-0.6292186632703443,1.747222284482678,-0.19567539129993633,-0.5600012323827548,0.5830814975000067,3.92851978760746,-0.39370674357818464,-0.8175780866377028,-0.061987967552256835,7.440730801344442,-0.7349367541371996,-0.23021129399131612,0.05014874345205491,4.442474297052759,0.8426906765004188,4.022742446258985,8.688752714588485,0.2592555776164168,9.555143481137428,5.572417802827155,0.81199078427158,1.2763918307281117,0.8630090982108577,-0.0933804243209617,-1.5221699498463892,3.560752353960241,10.572638051602283,-1.672413698795616,5.346087708569378,6.540236556450012,-0.8762034012224792,0.38718663963453265,-3.1251829789657735,10.49509537296494,4.465051580024487,10.63864830062016,5.40709628272356,1.759675797409383,-0.9384687408137931,3.4484061311786083,2.924273771765555,-0.23873429579268313,2
